Order_ID,Date_Time,Time_of_Order,Demand_Level,Traffic_Congestion,Urgency_Level,Driver_Availability,Distance_km,Base_Price,MRP_Price,Competitor_Price,Weather_Impact,Special_Event,Customer_Loyalty,Stock_Availability,Final_Price,Handling_Charges,Delivery_Charges,Expiry_Days
ORD3789,1/23/2024 10:24,10:24,High,Moderate,Standard,Low,49.97,322.96,373.33,409.48,Rainy,Sports Event,4,Out of Stock,652.77,11.29,36.71,125
ORD3790,5/10/2024 17:17,17:17,Medium,Heavy,Same-day,High,31.37,400.86,504,578.57,Snowy,None,3,Low Stock,464.32,14.64,28.62,351
ORD3791,6/17/2024 9:34,9:34,Medium,Heavy,Standard,Medium,23.44,93.81,136.57,128.21,Rainy,None,1,In-stock,161.52,3.11,43.07,89
ORD3792,8/13/2024 0:17,0:17,Medium,Heavy,Standard,Low,7.52,264.15,380.77,450.22,Snowy,None,2,Out of Stock,370.39,13.12,5.21,24
ORD3793,6/24/2024 6:41,6:41,High,Light,Same-day,Medium,27.14,180.76,203.51,226.81,Snowy,Sports Event,5,Out of Stock,384.69,4.08,14.56,23
ORD3794,11/1/2024 18:29,18:29,Low,Heavy,Express,High,49.2,345.22,478.47,398.04,Stormy,Sports Event,3,Low Stock,499.38,17.19,78.8,70
ORD3795,11/26/2024 5:27,5:27,Low,Heavy,Express,Low,11.78,151.08,190.62,164.12,Snowy,Sports Event,3,In-stock,241.86,3.11,6.43,300
ORD3796,5/19/2024 3:27,3:27,Low,Heavy,Same-day,High,36.28,292.09,415.71,425.33,Rainy,None,4,In-stock,459.59,8.52,29.93,254
ORD3797,4/6/2024 22:55,22:55,High,Moderate,Standard,Low,1.25,137.04,183.76,179.78,Snowy,Sports Event,5,Low Stock,179.81,3.01,2.19,320
ORD3798,5/16/2024 17:56,17:56,Low,Heavy,Same-day,Medium,26.94,143.23,173.89,140.77,Snowy,Sports Event,1,In-stock,256.18,3.82,23.38,268
ORD3799,5/25/2024 17:34,17:34,High,Moderate,Standard,Medium,29.81,376.74,551.71,534.58,Rainy,Holiday,5,Out of Stock,722.11,11.24,41.47,17
ORD3800,11/12/2024 14:17,14:17,Medium,Light,Standard,Low,2.9,103.63,136.81,159.28,Snowy,Holiday,3,Low Stock,134.24,3.94,2.25,113
ORD3801,1/10/2024 15:30,15:30,Low,Heavy,Same-day,Medium,15.08,317.92,435.59,498.51,Clear,None,4,Out of Stock,441.06,9.61,8.75,222
ORD3802,6/9/2024 19:47,19:47,Medium,Moderate,Standard,Low,6.3,425.97,518.39,556.67,Rainy,None,4,In-stock,609.6,11.11,10.68,331
ORD3803,8/24/2024 4:10,4:10,Medium,Light,Same-day,High,12.13,191.54,270.69,309.87,Rainy,Sports Event,3,Out of Stock,265.12,3.91,8.34,326
ORD3804,9/2/2024 10:26,10:26,Medium,Light,Standard,Low,8.6,208.35,239.9,251.34,Snowy,Sports Event,0,Low Stock,251.44,7.33,9.57,310
ORD3805,11/30/2024 14:39,14:39,High,Light,Same-day,High,43.06,228.65,275.51,327.51,Rainy,Sports Event,1,Out of Stock,423.85,4.94,37.82,114
ORD3806,12/25/2024 15:16,15:16,High,Heavy,Express,Low,2.77,243.89,356.05,348.73,Clear,None,3,Out of Stock,350.64,5.29,3.97,205
ORD3807,11/20/2024 16:56,16:56,High,Light,Standard,Medium,22.3,426.89,483.99,436.44,Rainy,None,2,Out of Stock,700.81,21.31,41.57,261
ORD3808,3/31/2024 7:35,7:35,High,Light,Same-day,High,17.35,77.47,101.36,114.36,Clear,Holiday,2,In-stock,153.6,2.7,21.01,81
ORD3809,10/9/2024 13:52,13:52,Medium,Heavy,Standard,High,28.02,222.76,297.71,275.58,Rainy,Sports Event,1,In-stock,335.25,5.08,14.88,349
ORD3810,8/9/2024 6:27,6:27,Medium,Heavy,Same-day,High,28.04,244.82,342.89,317.97,Snowy,Holiday,4,Out of Stock,405.8,9.17,36.14,225
ORD3811,3/24/2024 5:57,5:57,Low,Moderate,Standard,High,10.58,130.24,185.52,170.06,Rainy,None,3,Low Stock,178.13,4.89,15.75,114
ORD3812,3/19/2024 16:35,16:35,Medium,Heavy,Same-day,High,35.61,108.75,152.9,136.44,Stormy,None,1,Low Stock,165.42,5.32,32.75,126
ORD3813,3/25/2024 13:41,13:41,Medium,Light,Standard,High,32.31,81.89,91.74,89.94,Stormy,Holiday,3,Low Stock,132.45,3,27.16,336
ORD3814,5/11/2024 19:43,19:43,Medium,Light,Standard,High,20.3,38.35,42.94,34.61,Stormy,Sports Event,2,Low Stock,77.55,1.84,21.94,106
ORD3815,8/27/2024 4:54,4:54,Medium,Moderate,Standard,High,46.84,101.53,140.4,125.56,Stormy,Holiday,2,Out of Stock,182.71,4.69,30.6,322
ORD3816,10/26/2024 14:14,14:14,Low,Heavy,Express,Low,31.55,327.47,404.07,367.76,Clear,Holiday,2,Low Stock,462.09,12.23,30.98,140
ORD3817,9/14/2024 6:27,6:27,Low,Heavy,Express,Medium,27.78,39.04,47.87,47.33,Rainy,Holiday,5,Low Stock,91.31,0.96,43.68,138
ORD3818,10/1/2024 15:09,15:09,Low,Heavy,Express,High,18.77,334.4,413.67,486.42,Clear,Holiday,5,Low Stock,482.85,14.52,13.01,118
ORD3819,9/1/2024 5:43,5:43,High,Light,Same-day,Medium,47.12,98.33,127.63,136.54,Clear,Holiday,3,In-stock,263.27,4.65,62.24,160
ORD3820,6/28/2024 11:47,11:47,High,Heavy,Express,Medium,44.29,292.4,371.12,441.82,Rainy,Sports Event,3,Out of Stock,613.66,12.81,53.41,20
ORD3821,9/16/2024 14:41,14:41,Low,Heavy,Same-day,Medium,5.4,130.58,165.24,189.98,Rainy,Holiday,1,Low Stock,192.68,3.88,9.29,361
ORD3822,11/3/2024 15:23,15:23,Medium,Moderate,Same-day,Medium,15.32,177.81,249.14,228.25,Rainy,Holiday,5,Low Stock,238.02,6.64,10.7,348
ORD3823,12/25/2024 9:08,9:08,High,Moderate,Standard,Medium,6.97,301.23,401.58,421.85,Rainy,Sports Event,4,Low Stock,531.51,10.3,4.56,261
ORD3824,11/27/2024 17:08,17:08,Medium,Heavy,Standard,Medium,16.64,422.8,593.13,513.82,Snowy,None,5,In-stock,523.33,11.5,21.82,90
ORD3825,12/22/2024 20:44,20:44,High,Heavy,Standard,High,28.69,447.02,493.24,549.63,Snowy,Sports Event,2,Low Stock,798.08,11.25,36.83,359
ORD3826,12/30/2024 12:56,12:56,Low,Moderate,Express,Medium,32.01,399.81,534.08,568.11,Snowy,None,3,Low Stock,533.14,9.33,22.48,312
ORD3827,3/16/2024 11:41,11:41,Medium,Heavy,Same-day,Low,4.34,266.9,385.57,388.28,Clear,None,0,Out of Stock,375.8,11.06,5.18,170
ORD3828,9/10/2024 14:10,14:10,Medium,Moderate,Express,High,45.63,261.85,310.31,343.26,Stormy,Sports Event,5,Low Stock,384.89,7.56,74.53,77
ORD3829,1/29/2024 13:48,13:48,Low,Moderate,Standard,Medium,20.41,189.28,232.49,271.18,Clear,Holiday,2,In-stock,331.03,8.78,29.94,125
ORD3830,10/27/2024 2:04,2:04,Medium,Light,Express,High,6.77,372.73,474.52,458.39,Stormy,None,5,Out of Stock,525.18,18.52,5.68,330
ORD3831,12/24/2024 13:33,13:33,Low,Heavy,Standard,Medium,23.05,492.76,732.33,720.09,Snowy,Sports Event,2,Low Stock,704.81,10.09,20.6,220
ORD3832,9/12/2024 12:26,12:26,Medium,Heavy,Express,High,5.61,290.66,395.52,376.19,Rainy,Holiday,4,In-stock,376.9,11.07,11.1,207
ORD3833,11/12/2024 7:45,7:45,High,Heavy,Standard,High,29.42,418.53,596.34,586.59,Snowy,Sports Event,2,Out of Stock,865.45,10.69,39.82,189
ORD3834,1/14/2024 2:27,2:27,Medium,Moderate,Standard,High,49.72,43.69,53.61,51.57,Snowy,Sports Event,2,In-stock,123.86,2.05,53.74,70
ORD3835,2/28/2024 16:26,16:26,High,Moderate,Standard,High,44.71,286.09,357.5,379.51,Stormy,None,5,Low Stock,396.17,12.9,35.86,61
ORD3836,10/17/2024 15:45,15:45,Medium,Light,Standard,Low,17.91,417.94,574.66,506.63,Clear,None,5,Low Stock,505.03,16.76,16.79,131
ORD3837,9/30/2024 8:25,8:25,Medium,Light,Same-day,Medium,39.77,358.57,524.58,574.71,Snowy,None,3,Low Stock,590.88,11.05,76.88,109
ORD3838,7/10/2024 16:16,16:16,Low,Heavy,Express,High,16.32,435.31,530.83,485.98,Stormy,None,3,Low Stock,510.42,15.92,8.97,118
ORD3839,4/11/2024 1:02,1:02,High,Light,Standard,Low,7.07,403.86,498.62,506.92,Snowy,None,5,Out of Stock,568.31,16.33,7.72,41
ORD3840,11/14/2024 17:19,17:19,High,Moderate,Same-day,Medium,14.02,439.79,528.04,558.05,Stormy,Holiday,3,Out of Stock,789.64,18.01,10.61,142
ORD3841,2/8/2024 0:37,0:37,Medium,Heavy,Express,Medium,43.54,54.72,68.87,63.3,Stormy,Sports Event,3,Out of Stock,122.62,1.63,33.12,20
ORD3842,1/18/2024 22:48,22:48,Medium,Light,Express,Low,47.68,404.89,582.28,487.75,Clear,Sports Event,5,In-stock,604.3,19.05,40.97,215
ORD3843,6/28/2024 12:40,12:40,Low,Heavy,Express,High,5.05,462.99,550.19,442.99,Rainy,None,2,Low Stock,589.11,13.22,10.07,90
ORD3844,11/28/2024 11:03,11:03,High,Heavy,Same-day,High,26.76,318.95,460.2,549.58,Snowy,Sports Event,5,In-stock,659.41,9.61,52.42,303
ORD3845,6/11/2024 7:56,7:56,Medium,Moderate,Same-day,Medium,34.02,408,542.89,648.15,Stormy,Holiday,2,In-stock,731.74,9.21,65.33,271
ORD3846,12/17/2024 20:34,20:34,High,Light,Standard,Low,22.66,314.21,458.96,526.68,Stormy,Sports Event,4,Low Stock,444.52,15.05,12.1,46
ORD3847,1/2/2024 15:09,15:09,High,Moderate,Express,Low,29.36,44.69,66.82,71.55,Stormy,Sports Event,5,In-stock,116.7,1.45,35.2,132
ORD3848,5/14/2024 21:01,21:01,High,Moderate,Same-day,Low,31.52,22.83,29.89,25.43,Clear,Holiday,1,Low Stock,73.58,0.83,40.52,212
ORD3849,4/15/2024 18:16,18:16,High,Heavy,Express,High,12.12,304.46,453.15,372,Stormy,None,0,Out of Stock,495.42,8.92,9.29,348
ORD3850,1/13/2024 19:17,19:17,Medium,Heavy,Same-day,Medium,32.02,473.42,657.25,633.49,Clear,Sports Event,0,In-stock,646.7,12.84,20.16,281
ORD3851,7/23/2024 23:46,23:46,Low,Moderate,Same-day,Medium,49.93,423.98,552.83,456.18,Clear,Holiday,4,In-stock,787.18,17.6,84.22,199
ORD3852,11/18/2024 11:43,11:43,Low,Moderate,Same-day,High,35.37,227.64,330.84,325.27,Clear,None,1,Low Stock,328.3,9.18,70.16,358
ORD3853,12/3/2024 21:04,21:04,High,Moderate,Standard,High,25.77,112.08,148.08,174.32,Stormy,None,0,Low Stock,226.7,2.97,42.17,101
ORD3854,10/7/2024 18:47,18:47,Medium,Light,Same-day,Low,44.05,233.54,295.96,350.59,Snowy,None,2,Low Stock,362.01,7.41,62.75,108
ORD3855,5/31/2024 11:38,11:38,High,Moderate,Express,Medium,29.04,253.84,349.27,328.15,Clear,Holiday,1,In-stock,483.86,6.79,49.07,130
ORD3856,8/4/2024 4:33,4:33,High,Light,Same-day,High,33.88,186.47,223.03,181.31,Clear,None,1,In-stock,385.96,9.15,62.45,322
ORD3857,6/22/2024 0:18,0:18,Medium,Moderate,Express,Medium,22.86,93.17,111.14,129.54,Clear,Sports Event,1,In-stock,167.66,2.24,13.99,210
ORD3858,6/3/2024 8:40,8:40,Medium,Moderate,Express,Low,33.59,416.87,540.47,463.87,Rainy,Sports Event,1,Out of Stock,635.7,16.21,33.24,78
ORD3859,10/16/2024 23:53,23:53,Low,Moderate,Standard,High,15.31,167.48,219.2,192.67,Clear,None,3,Out of Stock,257.18,4.6,10.13,223
ORD3860,4/29/2024 7:55,7:55,Low,Heavy,Standard,High,34.98,380.82,460.83,442.99,Clear,Holiday,0,Low Stock,492.98,16.77,46.67,342
ORD3861,11/1/2024 9:47,9:47,Low,Heavy,Same-day,Low,18.08,246.9,306.61,360.66,Rainy,None,1,In-stock,352.73,5.63,32.22,250
ORD3862,3/22/2024 3:24,3:24,Medium,Moderate,Standard,Medium,40.89,49.79,63.56,67.71,Snowy,Sports Event,2,In-stock,138.63,2.15,67.26,134
ORD3863,8/17/2024 16:52,16:52,Low,Light,Standard,Medium,16.87,415.04,567.61,665.04,Snowy,Sports Event,2,Out of Stock,635.27,10.76,32.21,309
ORD3864,1/19/2024 13:12,13:12,Low,Moderate,Same-day,Medium,21.61,300.99,352.19,382.17,Clear,None,4,Low Stock,389.71,13.25,41.87,253
ORD3865,6/23/2024 3:39,3:39,Low,Heavy,Standard,High,31.31,440.13,591.2,586.07,Rainy,Sports Event,2,In-stock,740.7,11.37,47.41,71
ORD3866,11/1/2024 17:15,17:15,Low,Moderate,Standard,Low,45.92,105.04,124.47,103.88,Snowy,Holiday,4,Low Stock,184,3.06,42.85,150
ORD3867,10/29/2024 11:19,11:19,Low,Heavy,Same-day,High,41.55,289.2,354.5,392.27,Stormy,None,4,Out of Stock,420.65,13.75,59.42,125
ORD3868,3/15/2024 21:58,21:58,High,Heavy,Express,Low,9.75,194.91,235.27,211.42,Snowy,None,4,Out of Stock,293.36,6.33,5.22,50
ORD3869,7/20/2024 6:09,6:09,Low,Moderate,Standard,High,24.12,63.8,70.65,63.46,Stormy,None,0,In-stock,92.2,2.18,12.89,69
ORD3870,11/8/2024 5:21,5:21,Low,Heavy,Same-day,Medium,18.39,446.9,648.1,553.71,Rainy,None,3,Low Stock,600.65,19.87,16.75,319
ORD3871,8/5/2024 22:32,22:32,Medium,Heavy,Standard,Medium,19.18,360.82,398.86,340.81,Clear,None,5,Low Stock,495.3,12.06,32.53,74
ORD3872,10/17/2024 7:37,7:37,High,Heavy,Same-day,Medium,20.72,379.86,503.74,485.02,Clear,Sports Event,5,Out of Stock,816.13,14.93,26.4,342
ORD3873,10/9/2024 4:37,4:37,Medium,Heavy,Same-day,High,6.34,29.66,43.44,44.55,Snowy,Holiday,1,Out of Stock,52.9,0.6,11.46,70
ORD3874,12/6/2024 20:45,20:45,High,Moderate,Same-day,High,11.47,485.24,563.6,455.49,Clear,Holiday,4,Low Stock,811.28,12.48,20,119
ORD3875,10/23/2024 6:10,6:10,Low,Light,Same-day,High,41,172.1,191.88,230.06,Stormy,Holiday,1,Low Stock,348.45,6.74,80.19,269
ORD3876,11/29/2024 3:39,3:39,Low,Moderate,Express,Medium,10.19,395.58,522.61,590.01,Stormy,Holiday,1,In-stock,610.73,19.45,13.57,245
ORD3877,4/26/2024 20:31,20:31,High,Moderate,Express,Medium,29.26,143.76,172.99,138.68,Snowy,None,4,In-stock,276.11,3.54,34.01,219
ORD3878,10/1/2024 18:18,18:18,High,Heavy,Same-day,High,27.73,499.49,697.14,593.73,Clear,None,2,In-stock,871.86,13.54,32.64,329
ORD3879,9/5/2024 19:24,19:24,High,Light,Standard,Medium,12.4,426.53,634.81,642.23,Stormy,Holiday,1,Out of Stock,754.27,11.72,16.61,363
ORD3880,4/3/2024 16:15,16:15,High,Heavy,Same-day,High,5.21,146.38,212.93,204.84,Clear,Sports Event,5,In-stock,247.96,5.27,3.06,154
ORD3881,10/7/2024 7:55,7:55,Low,Heavy,Same-day,High,36.32,107.39,143.85,129.07,Clear,Holiday,1,Out of Stock,219.72,3.81,44.14,346
ORD3882,12/7/2024 17:06,17:06,Low,Heavy,Express,Low,37.2,181.87,250.88,242.83,Stormy,Sports Event,5,Low Stock,266.43,8.42,53.23,237
ORD3883,9/2/2024 8:24,8:24,Medium,Heavy,Same-day,High,34.63,327.16,374.09,417.51,Snowy,Sports Event,5,In-stock,517.63,10.44,19.35,151
ORD3884,12/18/2024 15:43,15:43,High,Heavy,Same-day,Medium,15.19,446.24,583.72,582.38,Snowy,None,2,In-stock,694.82,11.91,26.81,173
ORD3885,6/14/2024 12:09,12:09,Low,Moderate,Same-day,Low,49.81,376.59,459.73,529.41,Stormy,Holiday,5,Out of Stock,680.57,10.54,70.67,187
ORD3886,8/17/2024 14:37,14:37,Low,Light,Express,Low,8.2,92.41,110.87,114.03,Stormy,None,2,In-stock,140.65,3.1,9.35,327
ORD3887,10/29/2024 15:44,15:44,Medium,Light,Standard,High,8.99,253.36,341.72,331.81,Clear,Sports Event,3,In-stock,435.12,6.42,16.48,211
ORD3888,10/3/2024 7:12,7:12,Medium,Light,Standard,High,48.57,193.92,275.34,292.32,Snowy,Holiday,5,Out of Stock,322.87,6.7,45.05,78
ORD3889,7/28/2024 21:50,21:50,High,Light,Same-day,High,13.35,426.96,476.3,533.65,Clear,None,2,In-stock,799.81,13.47,7.22,17
ORD3890,1/31/2024 19:15,19:15,Medium,Moderate,Same-day,Low,5.31,192.26,229.21,186.64,Snowy,Sports Event,5,Low Stock,291.83,4.68,9.73,327
ORD3891,2/13/2024 11:49,11:49,Medium,Moderate,Standard,Medium,25.54,28.13,38.42,33,Rainy,Sports Event,5,In-stock,87.57,1.06,49.04,168
ORD3892,7/16/2024 21:00,21:00,Medium,Heavy,Standard,Medium,30.63,350.07,405.01,407.45,Stormy,Holiday,1,Low Stock,437.83,12.35,22.59,327
ORD3893,8/30/2024 6:48,6:48,High,Heavy,Standard,Medium,8.88,423.48,607.48,521.2,Stormy,None,4,In-stock,702.29,20.08,5.53,25
ORD3894,4/6/2024 22:49,22:49,Medium,Light,Same-day,Low,25.95,275.02,398.74,424.71,Snowy,None,3,In-stock,396.23,13.37,33.74,258
ORD3895,1/7/2024 0:38,0:38,High,Moderate,Standard,Medium,40.92,387.69,516.26,531.83,Stormy,Holiday,3,Out of Stock,793.02,17.2,34.01,268
ORD3896,4/26/2024 5:59,5:59,Medium,Moderate,Same-day,Low,31.51,359.52,414.07,363.47,Rainy,Sports Event,1,Out of Stock,590.48,8.55,33.54,234
ORD3897,9/21/2024 10:44,10:44,Low,Moderate,Same-day,Low,22.83,121.29,152.15,162.21,Clear,None,4,Low Stock,180.42,5.3,39.8,351
ORD3898,4/13/2024 10:32,10:32,High,Heavy,Standard,High,31.33,112.7,161.09,149.86,Snowy,None,1,Low Stock,200.05,3.55,26.64,36
ORD3899,4/15/2024 1:48,1:48,Low,Light,Express,Low,37.54,411.08,571.54,575,Clear,None,5,Out of Stock,570.77,15.36,34.87,144
ORD3900,3/25/2024 14:09,14:09,Low,Moderate,Standard,High,9.52,481.09,563.89,661,Rainy,Sports Event,1,In-stock,669.45,10.03,17.01,162
ORD3901,2/19/2024 22:36,22:36,Medium,Heavy,Same-day,Low,4.53,368.77,550.01,507.05,Stormy,Sports Event,1,Low Stock,518.16,11.39,4.34,114
ORD3902,11/7/2024 1:47,1:47,High,Light,Express,Medium,35.66,139.95,161.59,186.17,Snowy,Sports Event,3,In-stock,298.71,5.25,53.07,253
ORD3903,11/10/2024 20:17,20:17,Low,Heavy,Standard,High,27.72,148.48,204.17,181.26,Clear,Sports Event,5,Out of Stock,234.34,3.36,31.6,309
ORD3904,2/2/2024 14:33,14:33,Medium,Light,Same-day,Medium,8.88,403.97,560.91,651.08,Rainy,Holiday,2,Out of Stock,665.18,16.07,11,144
ORD3905,11/22/2024 22:23,22:23,Low,Heavy,Express,Low,38.67,257.25,290.86,249.34,Clear,Sports Event,0,In-stock,364.98,9.78,57.81,156
ORD3906,7/13/2024 21:10,21:10,Low,Heavy,Standard,Low,45.5,323.55,412.58,393.49,Rainy,None,5,Low Stock,444.35,12.76,42.18,256
ORD3907,8/6/2024 17:42,17:42,Low,Heavy,Same-day,High,12.21,442.76,650.77,538.71,Snowy,Holiday,2,Out of Stock,686.04,13.36,20.64,174
ORD3908,9/7/2024 13:37,13:37,High,Moderate,Standard,Low,33.76,499.44,607.11,637.35,Stormy,Sports Event,0,Out of Stock,930.77,15.84,33.15,201
ORD3909,12/16/2024 5:51,5:51,Low,Moderate,Standard,Low,5.37,279.27,390.43,438.41,Clear,None,1,In-stock,307.07,12.25,2.77,267
ORD3910,11/5/2024 1:00,1:00,Medium,Light,Standard,Low,13.64,167.56,223.59,250.35,Stormy,Holiday,1,Out of Stock,247.19,5.22,16.65,103
ORD3911,4/1/2024 3:32,3:32,High,Moderate,Same-day,Medium,6.6,86.97,113.94,106.36,Rainy,Holiday,4,Low Stock,167.16,2.7,6.55,307
ORD3912,7/7/2024 5:15,5:15,High,Light,Express,Medium,35.12,93.57,106.03,117.4,Rainy,None,0,Low Stock,153.84,4.36,18.43,341
ORD3913,11/11/2024 9:55,9:55,High,Heavy,Same-day,Medium,15.69,254.89,376.44,386.06,Snowy,None,2,Out of Stock,466.51,8.79,9.65,109
ORD3914,4/8/2024 7:53,7:53,Medium,Light,Express,Medium,3.31,345.79,388.11,331.23,Clear,Sports Event,3,Low Stock,426.75,17.07,6.13,328
ORD3915,2/9/2024 10:54,10:54,High,Moderate,Same-day,High,16.51,489.99,574.24,589,Stormy,None,4,Low Stock,673.15,19.78,17.33,171
ORD3916,6/30/2024 10:08,10:08,High,Moderate,Same-day,High,26.64,72.9,106.77,104.96,Stormy,None,5,In-stock,157.21,3.12,50.81,84
ORD3917,12/2/2024 9:23,9:23,Medium,Heavy,Standard,High,17.6,65.29,75.69,90.36,Rainy,Sports Event,2,In-stock,135,3.15,31.26,280
ORD3918,3/27/2024 3:40,3:40,Low,Moderate,Same-day,Medium,16.67,141.92,203.93,225.71,Snowy,Holiday,1,Low Stock,252.46,6.05,29.88,196
ORD3919,7/1/2024 4:31,4:31,High,Heavy,Express,Medium,14.63,89.36,113.92,122.94,Stormy,Holiday,2,Out of Stock,180.38,2.06,17.83,330
ORD3920,2/14/2024 22:03,22:03,Low,Light,Express,Medium,39.66,63.47,70.08,68.59,Rainy,Sports Event,2,In-stock,135.87,2.81,29.68,260
ORD3921,4/15/2024 14:31,14:31,Low,Heavy,Express,High,13.93,183.56,223.57,262.87,Clear,Holiday,4,Out of Stock,326.21,4.79,21.4,358
ORD3922,1/19/2024 7:21,7:21,Medium,Heavy,Express,Low,39.43,476.42,551.11,447.16,Rainy,None,4,In-stock,695.24,22.15,45.21,14
ORD3923,11/13/2024 21:16,21:16,High,Heavy,Express,Low,44.09,160.32,194.69,231.82,Snowy,Sports Event,1,In-stock,320.35,5.76,58.09,86
ORD3924,11/28/2024 9:25,9:25,Medium,Heavy,Standard,Medium,4.23,248.25,338.66,390.45,Stormy,Holiday,3,Low Stock,360.49,10.42,3.81,48
ORD3925,11/21/2024 4:47,4:47,Medium,Moderate,Standard,High,16.8,47.32,62.57,50.42,Rainy,Sports Event,3,Low Stock,96.35,1.94,29.02,233
ORD3926,1/31/2024 1:38,1:38,Medium,Moderate,Same-day,Medium,16.45,29.78,36.93,34.92,Snowy,None,0,Low Stock,47.14,1.01,10.68,28
ORD3927,6/28/2024 0:25,0:25,Low,Moderate,Standard,Medium,8.17,294.23,356.24,359.78,Stormy,Holiday,5,Low Stock,433.67,7.83,9.26,168
ORD3928,8/3/2024 22:01,22:01,High,Moderate,Same-day,Medium,16.56,355.29,531.96,441.49,Snowy,Sports Event,3,Low Stock,654.64,11.97,18.91,151
ORD3929,12/1/2024 19:08,19:08,Low,Moderate,Same-day,High,22.45,65.32,74.53,64.41,Rainy,None,5,Low Stock,116.73,2.82,38.88,253
ORD3930,6/5/2024 8:59,8:59,High,Light,Standard,Low,34.16,111.66,157.45,150.65,Clear,Sports Event,0,Out of Stock,222.26,5.51,59.4,192
ORD3931,3/9/2024 20:47,20:47,High,Heavy,Same-day,Medium,46.39,134.99,154.9,132.65,Clear,None,2,In-stock,322.07,5.24,67.77,122
ORD3932,1/10/2024 23:27,23:27,Medium,Light,Same-day,Medium,47.14,201.31,267.46,297.54,Stormy,Holiday,1,Low Stock,357.39,9.16,76.43,4
ORD3933,9/25/2024 8:06,8:06,Low,Moderate,Same-day,High,24.69,468.14,563.29,653.77,Clear,Sports Event,0,In-stock,823.13,10.65,24.01,132
ORD3934,5/10/2024 11:22,11:22,Medium,Heavy,Express,Medium,20.33,145,173.58,187.51,Clear,Holiday,0,Out of Stock,244.29,5.28,32.65,229
ORD3935,5/6/2024 18:37,18:37,Medium,Moderate,Same-day,Medium,25.61,324.5,367.28,435.95,Stormy,None,2,Out of Stock,516.11,8.93,17.23,273
ORD3936,8/14/2024 9:14,9:14,High,Light,Same-day,Low,12.79,17.44,25.32,28.95,Snowy,Sports Event,1,In-stock,36.39,0.75,8,338
ORD3937,6/12/2024 3:09,3:09,Low,Moderate,Express,High,40.2,470.23,699.06,761.41,Rainy,Holiday,5,Out of Stock,648.42,22.05,42.83,307
ORD3938,9/27/2024 4:48,4:48,High,Moderate,Express,Medium,4.87,373,516.73,556.5,Rainy,Holiday,4,In-stock,746.86,11.44,5.44,152
ORD3939,10/5/2024 21:35,21:35,Low,Moderate,Standard,Low,15,457.58,555.27,476.4,Stormy,None,4,In-stock,693.98,15.21,28.25,242
ORD3940,10/12/2024 4:53,4:53,High,Moderate,Same-day,High,10.92,302.82,389.92,448.79,Stormy,None,0,Out of Stock,486.11,14.25,19.82,361
ORD3941,9/25/2024 13:38,13:38,Medium,Moderate,Express,Medium,20.1,326.75,423.24,369.07,Rainy,Sports Event,1,Out of Stock,523.88,13.35,25.44,19
ORD3942,3/3/2024 23:34,23:34,Low,Heavy,Same-day,High,47.26,340.67,480.97,519.9,Rainy,Sports Event,2,Low Stock,527.03,17.01,72.2,116
ORD3943,12/29/2024 18:51,18:51,Medium,Moderate,Express,Medium,26.27,383.43,441.24,444.73,Rainy,Holiday,2,In-stock,662.53,17.99,27.51,265
ORD3944,3/12/2024 12:31,12:31,High,Moderate,Express,High,42.21,441.59,625.61,558.65,Snowy,None,1,In-stock,834.88,21.45,29.97,328
ORD3945,4/9/2024 10:24,10:24,High,Moderate,Standard,High,9.58,312.59,400.11,390.55,Snowy,Holiday,5,Out of Stock,506.65,12.88,18.1,204
ORD3946,3/29/2024 18:07,18:07,Low,Heavy,Standard,High,8.79,225.37,255.02,249.01,Rainy,Holiday,1,Out of Stock,388.76,7.83,11.54,51
ORD3947,2/14/2024 1:42,1:42,High,Light,Express,High,8.89,237.37,319.6,311.8,Stormy,Sports Event,5,In-stock,422.92,6.16,8.34,38
ORD3948,4/4/2024 2:37,2:37,High,Light,Standard,Medium,29.74,246.42,283.6,236.09,Rainy,Holiday,1,Out of Stock,515.2,11.15,47.95,13
ORD3949,3/29/2024 19:27,19:27,Medium,Light,Express,High,40.73,196,277.69,224.51,Snowy,Holiday,1,Low Stock,336.85,6.11,66.86,361
ORD3950,4/17/2024 4:27,4:27,High,Heavy,Express,Low,17.82,68.37,88.98,105.54,Snowy,Sports Event,0,In-stock,140.01,2.54,25.73,170
ORD3951,5/27/2024 15:26,15:26,Low,Moderate,Express,High,12.47,190.7,217.38,236.95,Rainy,Sports Event,2,Low Stock,247.15,4.91,11.58,211
ORD3952,5/21/2024 18:39,18:39,Low,Moderate,Standard,Medium,8.64,236.25,309.6,287,Rainy,Holiday,0,Out of Stock,395.73,8.6,12.68,234
ORD3953,1/29/2024 8:46,8:46,Medium,Heavy,Same-day,Low,35.99,88.15,97.95,106.21,Clear,None,3,In-stock,135.46,2.62,28.85,124
ORD3954,7/3/2024 21:02,21:02,Medium,Moderate,Express,Medium,28.16,483.14,537.39,580.67,Rainy,Sports Event,5,Out of Stock,776.73,10.61,19.7,139
ORD3955,5/20/2024 15:25,15:25,Medium,Moderate,Express,Low,34.29,97.46,133.54,143.48,Rainy,Holiday,5,In-stock,184.06,4.31,53.82,1
ORD3956,1/30/2024 8:07,8:07,High,Heavy,Express,Low,37.03,208.48,274.76,223.47,Snowy,Sports Event,1,In-stock,366.5,4.63,19.22,364
